Symbol,price_date,open_price,high_price,low_price,close_price,adjusted_close,Volume
AAPL,2017-06-28,144.490005,146.110001,143.160004,145.830002,143.597794,22082400
AAPL,2017-06-29,144.710007,145.130005,142.279999,143.679993,141.480713,31499400
AAPL,2017-06-30,144.449997,144.960007,143.779999,144.020004,141.815506,23024100
AAPL,2017-07-03,144.880005,145.300003,143.100006,143.500000,141.303467,14258300
AAPL,2017-07-05,143.690002,144.789993,142.720001,144.089996,141.884430,21569600
AAPL,2017-07-06,143.020004,143.500000,142.410004,142.729996,140.545258,24128800
AAPL,2017-07-07,142.899994,144.750000,142.899994,144.179993,141.973053,19201700
AAPL,2017-07-10,144.110001,145.949997,143.369995,145.059998,142.839584,21090600
AAPL,2017-07-11,144.729996,145.850006,144.380005,145.529999,143.302399,19781800
AAPL,2017-07-12,145.869995,146.179993,144.820007,145.740005,143.509186,24884500
AAPL,2017-07-13,145.500000,148.490005,145.440002,147.770004,145.508102,25199400
AAPL,2017-07-14,147.970001,149.330002,147.330002,149.039993,146.758636,20132100
AAPL,2017-07-17,148.820007,150.899994,148.570007,149.559998,147.270706,23793500
AAPL,2017-07-18,149.199997,150.130005,148.669998,150.080002,147.782761,17868800
AAPL,2017-07-19,150.479996,151.419998,149.949997,151.020004,148.708359,20923000
AAPL,2017-07-20,151.500000,151.740005,150.190002,150.339996,148.038757,17243700
AAPL,2017-07-21,149.990005,150.440002,148.880005,150.270004,147.969849,26252600
AAPL,2017-07-24,150.580002,152.440002,149.899994,152.089996,149.761978,21493200
AAPL,2017-07-25,151.800003,153.839996,151.800003,152.740005,150.402039,18853900
AAPL,2017-07-26,153.350006,153.929993,153.059998,153.460007,151.111023,15781000
AAPL,2017-07-27,153.750000,153.990005,147.300003,150.559998,148.255402,32476300
AAPL,2017-07-28,149.889999,150.229996,149.190002,149.500000,147.211624,17213700
AAPL,2017-07-31,149.899994,150.330002,148.130005,148.729996,146.453400,19845900
AAPL,2017-08-01,149.100006,150.220001,148.410004,150.050003,147.753204,35368600
AAPL,2017-08-02,159.279999,159.750000,156.160004,157.139999,154.734665,69936800
AAPL,2017-08-03,157.050003,157.210007,155.020004,155.570007,153.188705,27097300
AAPL,2017-08-04,156.070007,157.399994,155.690002,156.389999,153.996140,20559900
AAPL,2017-08-07,157.059998,158.919998,156.669998,158.809998,156.379120,21870300
AAPL,2017-08-08,158.600006,161.830002,158.270004,160.080002,157.629684,36205900
AAPL,2017-08-09,159.259995,161.270004,159.110001,161.059998,158.594666,26131500
AAPL,2017-08-10,159.899994,160.000000,154.630005,155.320007,153.543152,40804300
AAPL,2017-08-11,156.600006,158.570007,156.070007,157.479996,155.678436,26257100
AAPL,2017-08-14,159.320007,160.210007,158.750000,159.850006,158.021317,22122700
AAPL,2017-08-15,160.660004,162.199997,160.139999,161.600006,159.751297,29465500
AAPL,2017-08-16,161.940002,162.509995,160.149994,160.949997,159.108719,27671600
AAPL,2017-08-17,160.520004,160.710007,157.839996,157.860001,156.054092,27940600
AAPL,2017-08-18,157.860001,159.500000,156.720001,157.500000,155.698212,27428100
AAPL,2017-08-21,157.500000,157.889999,155.110001,157.210007,155.411530,26368500
AAPL,2017-08-22,158.229996,160.000000,158.020004,159.779999,157.952118,21604600
AAPL,2017-08-23,159.070007,160.470001,158.880005,159.979996,158.149826,19399100
AAPL,2017-08-24,160.429993,160.740005,158.550003,159.270004,157.447952,19818900
AAPL,2017-08-25,159.649994,160.559998,159.270004,159.860001,158.031189,25480100
AAPL,2017-08-28,160.139999,162.000000,159.929993,161.470001,159.622787,25966000
AAPL,2017-08-29,160.100006,163.119995,160.000000,162.910004,161.046326,29516900
AAPL,2017-08-30,163.800003,163.889999,162.610001,163.350006,161.481277,27269600
AAPL,2017-08-31,163.639999,164.520004,163.479996,164.000000,162.123840,26785100
AAPL,2017-09-01,164.800003,164.940002,163.630005,164.050003,162.173279,16591100
AAPL,2017-09-05,163.750000,164.250000,160.559998,162.080002,160.225815,29468500
AAPL,2017-09-06,162.710007,162.990005,160.520004,161.910004,160.057755,21651700
AAPL,2017-09-07,162.089996,162.240005,160.360001,161.259995,159.415192,21928500
AAPL,2017-09-08,160.860001,161.149994,158.529999,158.630005,156.815277,28611500
AAPL,2017-09-11,160.500000,162.050003,159.889999,161.500000,159.652451,31085900
AAPL,2017-09-12,162.610001,163.960007,158.770004,160.860001,159.019760,71714000
AAPL,2017-09-13,159.869995,159.960007,157.910004,159.649994,157.823593,44907400
AAPL,2017-09-14,158.990005,159.399994,158.089996,158.279999,156.469269,23760700
AAPL,2017-09-15,158.470001,160.970001,158.000000,159.880005,158.050964,49114600
AAPL,2017-09-18,160.110001,160.500000,158.000000,158.669998,156.854813,28269400
AAPL,2017-09-19,159.509995,159.770004,158.440002,158.729996,156.914124,20810600
AAPL,2017-09-20,157.899994,158.259995,153.830002,156.070007,154.284561,52951400
AAPL,2017-09-21,155.800003,155.800003,152.750000,153.389999,151.635208,37511700
AAPL,2017-09-22,151.539993,152.270004,150.559998,151.889999,150.152390,46645400
AAPL,2017-09-25,149.990005,151.830002,149.160004,150.550003,148.827698,44387300
AAPL,2017-09-26,151.779999,153.919998,151.690002,153.139999,151.388062,36660000
AAPL,2017-09-27,153.800003,154.720001,153.539993,154.229996,152.465607,25504200
AAPL,2017-09-28,153.889999,154.279999,152.699997,153.279999,151.526474,22005500
AAPL,2017-09-29,153.210007,154.130005,152.000000,154.119995,152.356857,26299800
AAPL,2017-10-02,154.259995,154.449997,152.720001,153.809998,152.050415,18698800
AAPL,2017-10-03,154.009995,155.089996,153.910004,154.479996,152.712738,16230300
AAPL,2017-10-04,153.630005,153.860001,152.460007,153.479996,151.724197,20163800
AAPL,2017-10-05,154.179993,155.440002,154.050003,155.389999,153.612335,21283800
AAPL,2017-10-06,154.970001,155.490005,154.559998,155.300003,153.523361,17407600
AAPL,2017-10-09,155.809998,156.729996,155.490005,155.839996,154.057175,16262900
AAPL,2017-10-10,156.059998,158.000000,155.100006,155.899994,154.116486,15617000
AAPL,2017-10-11,155.970001,156.979996,155.750000,156.550003,154.759079,16905600
AAPL,2017-10-12,156.350006,157.369995,155.729996,156.000000,154.215363,16125100
AAPL,2017-10-13,156.729996,157.279999,156.410004,156.990005,155.194031,16394200
AAPL,2017-10-16,157.899994,160.000000,157.649994,159.880005,158.050964,24121500
AAPL,2017-10-17,159.779999,160.869995,159.229996,160.470001,158.634216,18997300
AAPL,2017-10-18,160.419998,160.710007,159.600006,159.759995,157.932343,16374200
AAPL,2017-10-19,156.750000,157.080002,155.020004,155.979996,154.195572,42584200
AAPL,2017-10-20,156.610001,157.750000,155.960007,156.250000,154.462494,23974100
AAPL,2017-10-23,156.889999,157.690002,155.500000,156.169998,154.383408,21984300
AAPL,2017-10-24,156.289993,157.419998,156.199997,157.100006,155.302765,17757200
AAPL,2017-10-25,156.910004,157.550003,155.270004,156.410004,154.620682,21207100
AAPL,2017-10-26,157.229996,157.830002,156.779999,157.410004,155.609222,17000500
AAPL,2017-10-27,159.289993,163.600006,158.699997,163.050003,161.184708,44454200
AAPL,2017-10-30,163.889999,168.070007,163.720001,166.720001,164.812729,44700800
AAPL,2017-10-31,167.899994,169.649994,166.940002,169.039993,167.106186,36046800
AAPL,2017-11-01,169.869995,169.940002,165.610001,166.889999,164.980774,33637800
AAPL,2017-11-02,166.600006,168.500000,165.279999,168.110001,166.186829,41393400
AAPL,2017-11-03,174.000000,174.259995,171.119995,172.500000,170.526596,59398600
AAPL,2017-11-06,172.369995,174.990005,171.720001,174.250000,172.256577,35026300
AAPL,2017-11-07,173.910004,175.250000,173.600006,174.809998,172.810165,24361500
AAPL,2017-11-08,174.660004,176.240005,174.330002,176.240005,174.223831,24409500
AAPL,2017-11-09,175.110001,176.100006,173.139999,175.880005,173.867950,29482600
AAPL,2017-11-10,175.110001,175.380005,174.270004,174.669998,173.292511,25145500
AAPL,2017-11-13,173.500000,174.500000,173.399994,173.970001,172.598022,16982100
AAPL,2017-11-14,173.039993,173.479996,171.179993,171.339996,169.988754,24782500
AAPL,2017-11-15,169.970001,170.320007,168.380005,169.080002,167.746582,29158100
AAPL,2017-11-16,171.179993,171.869995,170.300003,171.100006,169.750671,23637500
AAPL,2017-11-17,171.039993,171.389999,169.639999,170.149994,168.808151,21899500
AAPL,2017-11-20,170.289993,170.559998,169.559998,169.979996,168.639496,16262400
AAPL,2017-11-21,170.779999,173.699997,170.779999,173.139999,171.774567,25131300
AAPL,2017-11-22,173.360001,175.000000,173.050003,174.960007,173.580231,25588900
AAPL,2017-11-24,175.100006,175.500000,174.649994,174.970001,173.590149,14026700
AAPL,2017-11-27,175.050003,175.080002,173.339996,174.089996,172.717072,20716800
AAPL,2017-11-28,174.300003,174.869995,171.860001,173.070007,171.705139,26428800
AAPL,2017-11-29,172.630005,172.919998,167.160004,169.479996,168.143433,41666400
AAPL,2017-11-30,170.429993,172.139999,168.440002,171.850006,170.494751,41527200
AAPL,2017-12-01,169.949997,171.669998,168.500000,171.050003,169.701050,39759300
AAPL,2017-12-04,172.479996,172.619995,169.630005,169.800003,168.460922,32542400
AAPL,2017-12-05,169.059998,171.520004,168.399994,169.639999,168.302170,27350200
AAPL,2017-12-06,167.500000,170.199997,166.460007,169.009995,167.677139,28560000
AAPL,2017-12-07,169.029999,170.440002,168.910004,169.320007,167.984711,25673300
AAPL,2017-12-08,170.490005,171.000000,168.820007,169.369995,168.034302,23355200
AAPL,2017-12-11,169.199997,172.889999,168.789993,172.669998,171.308289,35273800
AAPL,2017-12-12,172.149994,172.389999,171.460007,171.699997,170.345932,19409200
AAPL,2017-12-13,172.500000,173.539993,172.000000,172.270004,170.911438,23818400
AAPL,2017-12-14,172.399994,173.130005,171.649994,172.220001,170.861832,20476500
AAPL,2017-12-15,173.630005,174.169998,172.460007,173.970001,172.598022,40169300
AAPL,2017-12-18,174.880005,177.199997,174.860001,176.419998,175.028717,29421100
AAPL,2017-12-19,175.029999,175.389999,174.089996,174.539993,173.163528,27436400
AAPL,2017-12-20,174.869995,175.419998,173.250000,174.350006,172.975037,23475600
AAPL,2017-12-21,174.169998,176.020004,174.100006,175.009995,173.629822,20949900
AAPL,2017-12-22,174.679993,175.419998,174.500000,175.009995,173.629822,16349400
AAPL,2017-12-26,170.800003,171.470001,169.679993,170.570007,169.224838,33185500
AAPL,2017-12-27,170.100006,170.779999,169.710007,170.600006,169.254608,21498200
AAPL,2017-12-28,171.000000,171.850006,170.479996,171.080002,169.730820,16480200
AAPL,2017-12-29,170.520004,170.589996,169.220001,169.229996,167.895416,25999900
AAPL,2018-01-02,170.160004,172.300003,169.259995,172.259995,170.901505,25555900
AAPL,2018-01-03,172.529999,174.550003,171.960007,172.229996,170.871735,29517900
AAPL,2018-01-04,172.539993,173.470001,172.080002,173.029999,171.665436,22434600
AAPL,2018-01-05,173.440002,175.369995,173.050003,175.000000,173.619904,23660000
AAPL,2018-01-08,174.350006,175.610001,173.929993,174.350006,172.975037,20567800
AAPL,2018-01-09,174.550003,175.059998,173.410004,174.330002,172.955200,21584000
AAPL,2018-01-10,173.160004,174.300003,173.000000,174.289993,172.915497,23959900
AAPL,2018-01-11,174.589996,175.490005,174.490005,175.279999,173.897705,18667700
AAPL,2018-01-12,176.179993,177.360001,175.649994,177.089996,175.693420,25418100
AAPL,2018-01-16,177.899994,179.389999,176.139999,176.190002,174.800537,29565900
AAPL,2018-01-17,176.149994,179.250000,175.070007,179.100006,177.687576,34386800
AAPL,2018-01-18,179.369995,180.100006,178.250000,179.259995,177.846313,31193400
AAPL,2018-01-19,178.610001,179.580002,177.410004,178.460007,177.052628,32425100
AAPL,2018-01-22,177.300003,177.779999,176.600006,177.000000,175.604141,27108600
AAPL,2018-01-23,177.300003,179.440002,176.820007,177.039993,175.643814,32689100
AAPL,2018-01-24,177.250000,177.300003,173.199997,174.220001,172.846054,51105100
AAPL,2018-01-25,174.509995,174.949997,170.529999,171.110001,169.760574,41529000
AAPL,2018-01-26,172.000000,172.000000,170.059998,171.509995,170.157425,39143000
AAPL,2018-01-29,170.160004,170.160004,167.070007,167.960007,166.635422,50640400
AAPL,2018-01-30,165.529999,167.369995,164.699997,166.970001,165.653244,46048200
AAPL,2018-01-31,166.869995,168.440002,166.500000,167.429993,166.109604,32478900
AAPL,2018-02-01,167.169998,168.619995,166.759995,167.779999,166.456848,47230800
AAPL,2018-02-02,166.000000,166.800003,160.100006,160.500000,159.234253,86593800
AAPL,2018-02-05,159.100006,163.880005,156.000000,156.490005,155.255890,72738500
AAPL,2018-02-06,154.830002,163.720001,154.000000,163.029999,161.744293,68243800
AAPL,2018-02-07,163.089996,163.399994,159.070007,159.539993,158.281815,51608600
AAPL,2018-02-08,160.289993,161.000000,155.029999,155.149994,153.926437,54390500
AAPL,2018-02-09,157.070007,157.889999,150.240005,156.410004,155.809189,70672600
AAPL,2018-02-12,158.500000,163.889999,157.509995,162.710007,162.084991,60819500
AAPL,2018-02-13,161.949997,164.750000,161.649994,164.339996,163.708725,32549200
AAPL,2018-02-14,163.039993,167.539993,162.880005,167.369995,166.727081,40644900
AAPL,2018-02-15,169.789993,173.089996,169.000000,172.990005,172.325500,51147200
AAPL,2018-02-16,172.360001,174.820007,171.770004,172.429993,171.767639,40176100
AAPL,2018-02-20,172.050003,174.259995,171.419998,171.850006,171.189880,33930500
AAPL,2018-02-21,172.830002,174.119995,171.009995,171.070007,170.412872,37471600
AAPL,2018-02-22,171.800003,173.949997,171.710007,172.500000,171.837372,30991900
AAPL,2018-02-23,173.669998,175.649994,173.539993,175.500000,174.825851,33812400
AAPL,2018-02-26,176.350006,179.389999,176.210007,178.970001,178.282532,38162200
AAPL,2018-02-27,179.100006,180.479996,178.160004,178.389999,177.704758,38928100
AAPL,2018-02-28,179.259995,180.619995,178.050003,178.119995,177.435791,37782100
AAPL,2018-03-01,178.539993,179.779999,172.660004,175.000000,174.327774,48802000
AAPL,2018-03-02,172.800003,176.300003,172.449997,176.210007,175.533142,38454000
AAPL,2018-03-05,175.210007,177.740005,174.520004,176.820007,176.140793,28401400
AAPL,2018-03-06,177.910004,178.250000,176.130005,176.669998,175.991364,23788500
AAPL,2018-03-07,174.940002,175.850006,174.270004,175.029999,174.357666,31703500
AAPL,2018-03-08,175.479996,177.119995,175.070007,176.940002,176.260330,23774100
AAPL,2018-03-09,177.960007,180.000000,177.389999,179.979996,179.288635,32185200
AAPL,2018-03-12,180.289993,182.389999,180.210007,181.720001,181.021957,32207100
AAPL,2018-03-13,182.589996,183.500000,179.240005,179.970001,179.278687,31693500
AAPL,2018-03-14,180.320007,180.520004,177.809998,178.440002,177.754562,29368400
AAPL,2018-03-15,178.500000,180.240005,178.070007,178.649994,177.963745,22743800
AAPL,2018-03-16,178.649994,179.119995,177.619995,178.020004,177.336182,39404700
AAPL,2018-03-19,177.320007,177.470001,173.660004,175.300003,174.626633,33446800
AAPL,2018-03-20,175.240005,176.800003,174.940002,175.240005,174.566864,19649400
AAPL,2018-03-21,175.039993,175.089996,171.259995,171.270004,170.612106,37054900
AAPL,2018-03-22,170.000000,172.679993,168.600006,168.850006,168.201401,41490800
AAPL,2018-03-23,168.389999,169.919998,164.940002,164.940002,164.306427,41028800
AAPL,2018-03-26,168.070007,173.100006,166.440002,172.770004,172.106354,37541200
AAPL,2018-03-27,173.679993,175.149994,166.919998,168.339996,167.693359,40922600
AAPL,2018-03-28,167.250000,170.020004,165.190002,166.479996,165.840500,41668500
AAPL,2018-03-29,167.809998,171.750000,166.899994,167.779999,167.135513,38398500
AAPL,2018-04-02,166.639999,168.940002,164.470001,166.679993,166.039734,37586800
AAPL,2018-04-03,167.639999,168.750000,164.880005,168.389999,167.743164,30278000
AAPL,2018-04-04,164.880005,172.009995,164.770004,171.610001,170.950806,34605500
AAPL,2018-04-05,172.580002,174.229996,172.080002,172.800003,172.136230,26933200
AAPL,2018-04-06,170.970001,172.479996,168.199997,168.380005,167.733215,35005300
AAPL,2018-04-09,169.880005,173.089996,169.850006,170.050003,169.396790,29017700
AAPL,2018-04-10,173.000000,174.000000,171.529999,173.250000,172.584503,28408600
AAPL,2018-04-11,172.229996,173.919998,171.699997,172.440002,171.777618,22431600
AAPL,2018-04-12,173.410004,175.000000,173.039993,174.139999,173.471085,22889300
AAPL,2018-04-13,174.779999,175.839996,173.850006,174.729996,174.058807,25124300
AAPL,2018-04-16,175.029999,176.190002,174.830002,175.820007,175.144638,21578400
AAPL,2018-04-17,176.490005,178.940002,176.410004,178.240005,177.555328,26605400
AAPL,2018-04-18,177.809998,178.820007,176.880005,177.839996,177.156860,20754500
AAPL,2018-04-19,173.759995,175.389999,172.660004,172.800003,172.136230,34808800
AAPL,2018-04-20,170.600006,171.220001,165.429993,165.720001,165.083420,65491100
AAPL,2018-04-23,166.830002,166.919998,164.089996,165.240005,164.605270,36515500
AAPL,2018-04-24,165.669998,166.330002,161.220001,162.940002,162.314102,33692000
AAPL,2018-04-25,162.619995,165.419998,162.410004,163.649994,163.021362,28382100
AAPL,2018-04-26,164.119995,165.729996,163.369995,164.220001,163.589188,27963000
AAPL,2018-04-27,164.000000,164.330002,160.630005,162.320007,161.696487,35655800
AAPL,2018-04-30,162.130005,167.259995,161.839996,165.259995,164.625183,42427400
AAPL,2018-05-01,166.410004,169.199997,165.270004,169.100006,168.450439,53569400
AAPL,2018-05-02,175.229996,177.750000,173.800003,176.570007,175.891754,66539400
AAPL,2018-05-03,175.880005,177.500000,174.440002,176.889999,176.210510,34068200
AAPL,2018-05-04,178.250000,184.250000,178.169998,183.830002,183.123856,56201300
AAPL,2018-05-07,185.179993,187.669998,184.750000,185.160004,184.448746,42451400
AAPL,2018-05-08,184.990005,186.220001,183.669998,186.050003,185.335327,28402800
AAPL,2018-05-09,186.550003,187.399994,185.220001,187.360001,186.640305,23211200
AAPL,2018-05-10,187.740005,190.369995,187.649994,190.039993,189.309998,27989300
AAPL,2018-05-11,189.490005,190.059998,187.449997,188.589996,188.589996,26212200
AAPL,2018-05-14,189.009995,189.529999,187.860001,188.149994,188.149994,20778800
AAPL,2018-05-15,186.779999,187.070007,185.100006,186.440002,186.440002,23492400
AAPL,2018-05-16,186.070007,188.373505,186.000000,188.210007,188.210007,10841746
FB,2017-05-16,150.110001,150.210007,149.029999,149.779999,149.779999,14550800
FB,2017-05-17,148.000000,148.669998,144.419998,144.850006,144.850006,28300100
FB,2017-05-18,144.720001,148.149994,144.509995,147.660004,147.660004,23031600
FB,2017-05-19,148.449997,149.389999,147.960007,148.059998,148.059998,16187900
FB,2017-05-22,148.080002,148.589996,147.690002,148.240005,148.240005,12586700
FB,2017-05-23,148.520004,148.809998,147.250000,148.070007,148.070007,12817800
FB,2017-05-24,148.509995,150.229996,148.419998,150.039993,150.039993,17862400
FB,2017-05-25,150.300003,152.589996,149.949997,151.960007,151.960007,19891400
FB,2017-05-26,152.229996,152.250000,151.149994,152.130005,152.130005,14996200
FB,2017-05-30,151.970001,152.899994,151.639999,152.380005,152.380005,13226000
FB,2017-05-31,152.699997,153.350006,151.089996,151.460007,151.460007,18023900
FB,2017-06-01,151.750000,152.289993,150.300003,151.529999,151.529999,14530600
FB,2017-06-02,151.850006,153.630005,151.300003,153.610001,153.610001,16854400
FB,2017-06-05,153.639999,154.710007,153.410004,153.630005,153.630005,12520400
FB,2017-06-06,153.410004,154.520004,152.479996,152.809998,152.809998,13457100
FB,2017-06-07,153.270004,153.750000,152.339996,153.119995,153.119995,12066700
FB,2017-06-08,154.080002,154.729996,153.100006,154.710007,154.710007,17719700
FB,2017-06-09,154.770004,155.589996,146.610001,149.600006,149.600006,35577700
FB,2017-06-12,148.169998,149.199997,144.559998,148.440002,148.440002,33170200
FB,2017-06-13,150.149994,151.179993,148.899994,150.679993,150.679993,20483400
FB,2017-06-14,151.259995,152.399994,149.050003,150.250000,150.250000,20808800
FB,2017-06-15,147.669998,150.039993,146.369995,149.800003,149.800003,18994200
FB,2017-06-16,149.589996,150.830002,148.600006,150.639999,150.639999,22882400
FB,2017-06-19,151.710007,153.570007,151.710007,152.869995,152.869995,19026500
FB,2017-06-20,152.880005,153.839996,152.210007,152.250000,152.250000,14743900
FB,2017-06-21,152.360001,154.080002,151.880005,153.910004,153.910004,15039800
FB,2017-06-22,153.009995,154.550003,152.910004,153.399994,153.399994,13005500
FB,2017-06-23,152.720001,155.199997,152.649994,155.070007,155.070007,18027000
FB,2017-06-26,156.250000,156.500000,153.199997,153.589996,153.589996,18049700
FB,2017-06-27,152.839996,153.309998,150.389999,150.580002,150.580002,19360800
FB,2017-06-28,150.919998,153.470001,149.860001,153.240005,153.240005,16719100
FB,2017-06-29,152.279999,152.500000,148.919998,151.039993,151.039993,23973500
FB,2017-06-30,151.899994,151.919998,150.059998,150.979996,150.979996,17666000
FB,2017-07-03,151.720001,152.149994,147.800003,148.429993,148.429993,13862700
FB,2017-07-05,149.000000,150.850006,148.130005,150.339996,150.339996,14334300
FB,2017-07-06,149.029999,150.039993,148.000000,148.820007,148.820007,14951800
FB,2017-07-07,149.250000,151.990005,149.190002,151.440002,151.440002,13615900
FB,2017-07-10,151.690002,153.979996,151.509995,153.500000,153.500000,13378700
FB,2017-07-11,153.369995,155.419998,152.910004,155.270004,155.270004,13667700
FB,2017-07-12,156.490005,159.160004,156.199997,158.899994,158.899994,22739400
FB,2017-07-13,158.740005,159.779999,158.419998,159.259995,159.259995,13929200
FB,2017-07-14,160.130005,160.320007,159.330002,159.970001,159.970001,16371200
FB,2017-07-17,160.250000,160.779999,158.809998,159.729996,159.729996,12858800
FB,2017-07-18,159.660004,163.729996,159.419998,162.860001,162.860001,23722900
FB,2017-07-19,163.589996,165.699997,163.169998,164.139999,164.139999,26273600
FB,2017-07-20,164.800003,165.000000,162.809998,164.529999,164.529999,18523100
FB,2017-07-21,164.160004,165.050003,163.750000,164.429993,164.429993,14744000
FB,2017-07-24,164.639999,166.169998,164.309998,166.000000,166.000000,17367000
FB,2017-07-25,165.009995,165.539993,163.860001,165.279999,165.279999,15383200
FB,2017-07-26,166.009995,166.009995,164.100006,165.610001,165.610001,35236900
FB,2017-07-27,174.699997,175.490005,167.500000,170.440002,170.440002,68910700
FB,2017-07-28,169.070007,173.429993,169.050003,172.449997,172.449997,24557600
FB,2017-07-31,172.000000,172.720001,168.550003,169.250000,169.250000,25478900
FB,2017-08-01,169.820007,170.470001,169.050003,169.860001,169.860001,14385000
FB,2017-08-02,170.300003,170.550003,166.910004,169.300003,169.300003,17433800
FB,2017-08-03,169.300003,169.699997,168.250000,168.589996,168.589996,10793800
FB,2017-08-04,168.970001,170.059998,168.690002,169.619995,169.619995,10777700
FB,2017-08-07,169.949997,172.059998,169.660004,171.979996,171.979996,12787800
FB,2017-08-08,171.880005,173.050003,170.619995,171.229996,171.229996,14393500
FB,2017-08-09,169.979996,171.449997,169.559998,171.179993,171.179993,10815000
FB,2017-08-10,170.059998,170.589996,166.850006,167.399994,167.399994,20832700
FB,2017-08-11,167.949997,168.820007,166.850006,168.080002,168.080002,13791200
FB,2017-08-14,170.089996,171.080002,169.289993,170.750000,170.750000,12954200
FB,2017-08-15,171.490005,171.500000,170.009995,171.000000,171.000000,8729200
FB,2017-08-16,171.250000,171.380005,169.240005,170.000000,170.000000,15779900
FB,2017-08-17,169.339996,169.860001,166.850006,166.910004,166.910004,17216000
FB,2017-08-18,166.839996,168.669998,166.210007,167.410004,167.410004,15093600
FB,2017-08-21,167.160004,168.000000,165.820007,167.779999,167.779999,11907500
FB,2017-08-22,168.279999,169.869995,167.149994,169.639999,169.639999,11391000
FB,2017-08-23,168.839996,169.360001,168.199997,168.710007,168.710007,9856500
FB,2017-08-24,168.880005,169.289993,166.410004,167.740005,167.740005,14030400
FB,2017-08-25,167.860001,168.380005,166.179993,166.320007,166.320007,12614500
FB,2017-08-28,166.910004,167.699997,166.330002,167.240005,167.240005,8553700
FB,2017-08-29,165.250000,168.429993,165.000000,168.050003,168.050003,11121000
FB,2017-08-30,168.169998,170.179993,167.630005,169.919998,169.919998,11138300
FB,2017-08-31,170.399994,172.149994,170.059998,171.970001,171.970001,17226500
FB,2017-09-01,172.399994,172.919998,171.309998,172.020004,172.020004,11677600
FB,2017-09-05,171.270004,172.389999,169.550003,170.720001,170.720001,13210900
FB,2017-09-06,170.910004,172.479996,169.570007,172.089996,172.089996,13906300
FB,2017-09-07,171.940002,173.309998,170.270004,173.210007,173.210007,18049500
FB,2017-09-08,173.089996,173.490005,170.800003,170.949997,170.949997,10998500
FB,2017-09-11,172.399994,173.889999,172.199997,173.509995,173.509995,12372000
FB,2017-09-12,173.759995,174.000000,171.750000,172.960007,172.960007,11186300
FB,2017-09-13,173.009995,173.169998,172.059998,173.050003,173.050003,9119300
FB,2017-09-14,172.259995,172.279999,170.500000,170.960007,170.960007,15615700
FB,2017-09-15,170.880005,172.339996,170.259995,171.639999,171.639999,15660500
FB,2017-09-18,171.990005,172.070007,169.339996,170.009995,170.009995,12954000
FB,2017-09-19,170.619995,172.559998,170.360001,172.520004,172.520004,13168600
FB,2017-09-20,172.500000,173.050003,170.699997,172.169998,172.169998,12264100
FB,2017-09-21,171.690002,172.270004,170.009995,171.110001,171.110001,11161400
FB,2017-09-22,170.210007,171.729996,169.220001,170.539993,170.539993,12097100
